Product_Code,Product_Name,Product_Details,Product_Link,Product_Distribution_Price,Product_MRP,Product_BV
IS13720,INDIAGRO BPH BUSTER 250ML,INDIAGRO BPH BUSTER 250ML,https://www.indiashoppe.com/,990.00,1100.00,346.50
IS13721,INDIAGRO TRIPMYTE 250ML,INDIAGRO TRIPMYTE 250ML,https://www.indiashoppe.com/,695.00,895.00,243.25
IS13722,INDIAGRO PLANT- ASKORT 250ML,INDIAGRO PLANT- ASKORT 250ML,https://www.indiashoppe.com/,1800.00,2195.00,630.00
IS13723,INDIAGRO WHITE CRUSH 250ML,INDIAGRO WHITE CRUSH 250ML,https://www.indiashoppe.com/,1600.00,1795.00,560.00
IS13724,INDIAGRO FUNGIKAWACH 250ML,INDIAGRO FUNGIKAWACH 250ML,https://www.indiashoppe.com/,800.00,995.00,280.00
IS13725,INDIAGRO Y-RAS 250ML,INDIAGRO Y-RAS 250ML,https://www.indiashoppe.com/,550.00,675.00,192.50
IS13726,INDIAGRO BHUASTRA 2KG,INDIAGRO BHUASTRA 2KG,https://www.indiashoppe.com/,880.00,998.00,308.00
IS13727,INDIAGRO GROWMAGIC 100GM,INDIAGRO GROWMAGIC 100GM,https://www.indiashoppe.com/,1290.00,1494.00,451.50
IS13728,INDIAGRO MI SPRAY 100ML,INDIAGRO MI SPRAY 100ML,https://www.indiashoppe.com/,325.00,525.00,113.75
IS13729,INDIAGRO MODIPHY 250ML,INDIAGRO MODIPHY 250ML,https://www.indiashoppe.com/,248.00,325.00,86.80
IS13730,AAHAR ICED MATCHA TEA WITH KIW,AAHAR ICED MATCHA TEA WITH KIWI 100GMS,https://www.indiashoppe.com/,175.00,195.00,61.25
IS13731,AAHAR ICED ACAI BERRY TEA 100G,AAHAR ICED ACAI BERRY TEA 100GMS,https://www.indiashoppe.com/,140.00,165.00,49.00
IS13732,HOT MASALA TEA,HOT MASALA TEA,https://www.indiashoppe.com/,140.00,165.00,49.00
IS13733,AAHAR LEMON GINGER GARCINIA TE,AAHAR LEMON GINGER GARCINIA TEA 30GMS,https://www.indiashoppe.com/,175.00,195.00,61.25
IS13828,EON PRODUCT GUIDE-ENGLISH,EON PRODUCT GUIDE-ENGLISH,https://www.indiashoppe.com/,35.00,40.00,12.25
IS13829,EON PRODUCT GUIDE-HINDI,EON PRODUCT GUIDE-HINDI,https://www.indiashoppe.com/,35.00,40.00,12.25
IS13830,G-35 PRODUCT GUIDE-ENGLISH,G-35 PRODUCT GUIDE-ENGLISH,https://www.indiashoppe.com/,35.00,40.00,12.25
IS13831,G-35 product booklet- Hindi,G-35 product booklet- Hindi,https://www.indiashoppe.com/,35.00,40.00,12.25
IS13832,READY RECKONER-ENGLISH (FOLDAB,READY RECKONER-ENGLISH (FOLDABLE BROCHURE),https://www.indiashoppe.com/,50.00,60.00,17.50
IS13833,READY RECKONER-HINDI (FOLDABLE,READY RECKONER-HINDI (FOLDABLE BROCHURE),https://www.indiashoppe.com/,50.00,60.00,17.50
IS9807,On & On Spirulina Gold,Spirulina Gold Capsule,https://www.youtube.com/watch?v=JDWZHgsb8U4,1100.00,1300.00,0
P1230,Pname1220000,Pdetails110000,https://plink10000.net,81.00,82.00,83.00
P1231,Pname12319999,detail 23199,https://www.fb999.com,71.00,72.00,73.00
P111,Zee news,news channel,Zeenews.com,1001.00,2001.00,2002.00
pkk100,p2,d1,aa,99.00,9.00,9.00
P9999,Pname12319999,detail 23199,https://www.fb999.com,71.00,901.00,11.00
N009,No Test Product,No Test Product,www.youtube.com,100.00,125.00,1.25


<!DOCTYPE html>

<html xmlns="http://www.w3.org/1999/xhtml">

<head><meta charset="utf-8" /><meta name="viewport" content="width=device-width, initial-scale=1.0" /><title>
	Venus Comptech Pvt Ltd
</title>

    <!-- Bootstrap framework -->
    <link rel="stylesheet" href="theme/bootstrap/css/bootstrap.min.css" />
    <!-- jQuery UI theme -->
    <link rel="stylesheet" href="theme/lib/jquery-ui/css/Aristo/Aristo.css" />
    <!-- breadcrumbs -->
    <link rel="stylesheet" href="theme/lib/jBreadcrumbs/css/BreadCrumb.css" />
    <!-- tooltips-->
    <link rel="stylesheet" href="theme/lib/qtip2/jquery.qtip.min.css" />
    <!-- colorbox -->
    <link rel="stylesheet" href="theme/lib/colorbox/colorbox.css" />
    <!-- code prettify -->
    <link rel="stylesheet" href="theme/lib/google-code-prettify/prettify.css" />
    <!-- sticky notifications -->
    <link rel="stylesheet" href="theme/lib/sticky/sticky.css" />
    <!-- aditional icons -->
    <link rel="stylesheet" href="theme/img/splashy/splashy.css" />
    <!-- flags -->
    <link rel="stylesheet" href="theme/img/flags/flags.css" />
    <!-- datatables -->
    <link rel="stylesheet" href="theme/lib/datatables/extras/TableTools/media/css/TableTools.css" />

    <!-- main styles -->
    <link rel="stylesheet" href="theme/css/style.css" />
    <!-- theme color-->
    <link id="link_theme" rel="stylesheet" href="theme/css/blue.css" /><link href="http://fonts.googleapis.com/css?family=PT+Sans" rel="stylesheet" type="text/css" />

    <!-- favicon -->
    <link rel="shortcut icon" href="favicon.ico" />

    <!--[if lte IE 8]>
            <link rel="stylesheet" href="css/ie.css" />
        <![endif]-->

    <!--[if lt IE 9]>
			<script src="js/ie/html5.js"></script>
			<script src="js/ie/respond.min.js"></script>
			<script src="lib/flot/excanvas.min.js"></script>
        <![endif]-->

    
</head>
<body class="sidebar_hidden">
    <form method="post" action="./frmproduct.aspx" onsubmit="javascript:return WebForm_OnSubmit();" id="form1" enctype="multipart/form-data">
<div class="aspNetHidden">
<input type="hidden" name="__EVENTTARGET" id="__EVENTTARGET" value="" />
<input type="hidden" name="__EVENTARGUMENT" id="__EVENTARGUMENT" value="" />
